ukmcs_variable_name,ukmcs_variable_label,mcs_variables_value_labels,combined_labels
APPRWM0A,Type of pain relief MC1 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief","Type of pain relief MC1 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief"
APPRWM0B,Type of pain relief MC2 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief","Type of pain relief MC2 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief"
APPRWM0C,Type of pain relief MC3 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief","Type of pain relief MC3 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief"
APPRWM0D,Type of pain relief MC4 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief","Type of pain relief MC4 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief"
APPRWM0E,Type of pain relief MC5 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief","Type of pain relief MC5 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief"
APPRWM0F,Type of pain relief MC6 ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief","Type of pain relief MC6 : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Gas and air; 2.0 = Pethidine or demerol injection; 3.0 = Epidural; 4.0 = General anaesthetic; 5.0 = TENS machine; 51.0 = Other/Spinal block, spinal anaesthetic; 52.0 = Other/Morphine; 53.0 = Other/Diamorphine; 54.0 = Other/Minor pain killers; 55.0 = Other/Other general inc alt therapy; 56.0 = Other/Local anaesthetic; 57.0 = Other/Water birth; 58.0 = Other/Spinal tap; 85.0 = Other answer (not codeable); 86.0 = Irrelevant response; 95.0 = Other; 96.0 = No pain relief"
APLOLA00,Duration of labour  ,-9.0 = Refusal; -8.0 = Don't Know,Duration of labour  : -9.0 = Refusal; -8.0 = Don't Know
APCUPR00,Whether resp is currently pregnant  ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,Whether resp is currently pregnant  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes
APPRMT00,Number of months pregnant   ,-9.0 = Refusal; -8.0 = Don't Know,Number of months pregnant   : -9.0 = Refusal; -8.0 = Don't Know
APPLMC00,Plan to have any more children  ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes; 2.0 = No,Plan to have any more children  : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes; 2.0 = No
APTRWM0AR,Type of fertility treatment MC1 recoded ,"-9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other","Type of fertility treatment MC1 recoded : -9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other"
APTRWM0BR,Type of fertility treatment MC2 recoded ,"-9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other","Type of fertility treatment MC2 recoded : -9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other"
APTRWM0CR,Type of fertility treatment MC3 recoded ,"-9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other","Type of fertility treatment MC3 recoded : -9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other"
APTRWM0DR,Type of fertility treatment MC4 recoded ,"-9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other","Type of fertility treatment MC4 recoded : -9.0 = Refusal; -8.0 = Dont Know; -1.0 = Not applicable; 1.0 = Clomiphene citrate; 2.0 = GIFT: Intrauterine insemination of your; 3.0 = IVF: In Vitro Fertilisation; 4.0 = ICSI: IVF with intra cytoplasmic sperm; 5.0 = Frozen embryo transfer; 6.0 = Surgery involving the womb, tubes or ov; 51.0 = Other/Donor insemination; 85.0 = Other answer (not codeable 1-6, 51); 86.0 = Irrelevant response; 95.0 = Other"
APMACT00,Main activity   ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = In a job and currently working for an e; 2.0 = On m/paternity/parental leave from an employer; 3.0 = self-employed; 4.0 = Full-time student; 5.0 = Looking after the home and family; 85.0 = Other answer (not codeable 1-5); 86.0 = Irrelevant response,Main activity   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = In a job and currently working for an e; 2.0 = On m/paternity/parental leave from an employer; 3.0 = self-employed; 4.0 = Full-time student; 5.0 = Looking after the home and family; 85.0 = Other answer (not codeable 1-5); 86.0 = Irrelevant response
ACREWK00,On leave/returned to work   ,"-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, has returned to work","On leave/returned to work   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes, has returned to work"
ACCHCA00,Same/different childcare arrangements   ,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = same,Same/different childcare arrangements   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = same
ACOTCA00,Any childcare at other times,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,Any childcare at other times: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes
ACLOTO00,Whether twins/triplets usually looked after together,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,Whether twins/triplets usually looked after together: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes
ACOTLM0A,Childcare at other times MC1,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response,Childcare at other times MC1: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response
ACOTLM0B,Childcare at other times MC2,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response,Childcare at other times MC2: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response
ACOTLM0C,Childcare at other times MC3,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response,Childcare at other times MC3: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response
ACOTLM0D,Childcare at other times MC4,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response,Childcare at other times MC4: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response
ACOTLM0E,Childcare at other times MC5,-9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response,Childcare at other times MC5: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Baby s non-resident father/mother; 2.0 = Your Mother; 3.0 = Your father; 4.0 = Your partner s mother; 5.0 = Your partner s father; 6.0 = Baby s non-resident father s/mother s mother; 7.0 = Baby s non-resident father s/mother s father; 8.0 = Other relatives; 9.0 = Friends/neighbours; 10.0 = Live-in nanny/au pair; 11.0 = Other nanny/au pair; 12.0 = Registered childminder; 13.0 = Unregistered childminder; 14.0 = Local Authority day nursery/creche; 15.0 = Private day nursery/creche; 16.0 = babysitter; 85.0 = Other answer (not codeable 1-16); 86.0 = Irrelevant response
