ECHO Variable,ECHO Variable Description,UKMCS Variable,UKMCS Variable Description,Similarity Score
2.x. Biological parents or siblings:  Breast cancer: Sibling(s),"2.x. Biological parents or siblings:  Breast cancer: Sibling(s): Sibling(s): No, Sibling(s): Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8334153380443676
2.y. Biological parents or siblings:  Colon cancer,"2.y. Biological parents or siblings:  Colon cancer: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8608226979959013
2.y. Biological parents or siblings:  Colon cancer: Mother,"2.y. Biological parents or siblings:  Colon cancer: Mother: Mother: No, Mother: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8450958579801755
2.y. Biological parents or siblings:  Colon cancer: Father,"2.y. Biological parents or siblings:  Colon cancer: Father: Father: No, Father: Yes",Whether parent-respondent s father is alive ,Whether parent-respondent s father is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.840548425279009
2.y. Biological parents or siblings:  Colon cancer: Sibling(s),"2.y. Biological parents or siblings:  Colon cancer: Sibling(s): Sibling(s): No, Sibling(s): Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8265508989645919
2.z. Biological parents or siblings: Other cancer (de-identified),2.z. Biological parents or siblings: Other cancer (de-identified): ,Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8364800022173078
2.z. Biological parents or siblings:  Other cancer(s),"2.z. Biological parents or siblings:  Other cancer(s): Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8711942359802872
2.z. Biological parents or siblings:  Other cancer(s): Mother,"2.z. Biological parents or siblings:  Other cancer(s): Mother: Mother: No, Mother: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8548483006482832
2.z. Biological parents or siblings:  Other cancer(s): Father,"2.z. Biological parents or siblings:  Other cancer(s): Father: Father: No, Father: Yes",Whether parent-respondent s father is alive ,Whether parent-respondent s father is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8540410702392549
2.z. Biological parents or siblings:  Other cancer(s): Sibling(s),"2.z. Biological parents or siblings:  Other cancer(s): Sibling(s): Sibling(s): No, Sibling(s): Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.83832482498957
2.aa. Biological parents or siblings: Death,"2.aa. Biological parents or siblings: Death: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8828828117155467
2.aa. Biological parents or siblings: Death: Mother,"2.aa. Biological parents or siblings: Death: Mother: Mother: No, Mother: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8745609049831864
2.aa. Biological parents or siblings: Death: Father,"2.aa. Biological parents or siblings: Death: Father: Father: No, Father: Yes",Whether parent-respondent s father is alive ,Whether parent-respondent s father is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8724529575139749
2.aa. Biological parents or siblings: Death: Sibling(s),"2.aa. Biological parents or siblings: Death: Sibling(s): Sibling(s): No, Sibling(s): Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.852889347824617
3.a. Maternal grandparents:  Asthma,"3.a. Maternal grandparents:  Asthma: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8543121998845243
3.a. Maternal grandparents:  Asthma: Grandmother,"3.a. Maternal grandparents:  Asthma: Grandmother: Grandmother: No, Grandmother: Yes",Health Conditions: Asthma   ,Health Conditions: Asthma   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8213164720118197
3.a. Maternal grandparents:  Asthma: Grandfather,"3.a. Maternal grandparents:  Asthma: Grandfather: Grandfather: No, Grandfather: Yes",Health Conditions: Asthma   ,Health Conditions: Asthma   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8279472432689157
3.b. Maternal grandparents:  Eczema (atopic dermatitis),"3.b. Maternal grandparents:  Eczema (atopic dermatitis): Yes, No, Not applicable, Declined, Don’t know, Missing",Whether CM has eczema   ,Whether CM has eczema   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8549884575669812
3.b. Maternal grandparents:  Eczema (atopic dermatitis): Grandmother,"3.b. Maternal grandparents:  Eczema (atopic dermatitis): Grandmother: Grandmother: No, Grandmother: Yes",Whether CM has eczema   ,Whether CM has eczema   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8285295507369963
3.b. Maternal grandparents:  Eczema (atopic dermatitis): Grandfather,"3.b. Maternal grandparents:  Eczema (atopic dermatitis): Grandfather: Grandfather: No, Grandfather: Yes",Whether CM has eczema   ,Whether CM has eczema   : -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.831052678892325
3.c. Maternal grandparents:  Food allergy,"3.c. Maternal grandparents:  Food allergy: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8577895479938906
3.c. Maternal grandparents:  Food allergy: Grandmother,"3.c. Maternal grandparents:  Food allergy: Grandmother: Grandmother: No, Grandmother: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8234011441619997
3.c. Maternal grandparents:  Food allergy: Grandfather,"3.c. Maternal grandparents:  Food allergy: Grandfather: Grandfather: No, Grandfather: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8252110655968639
3.d. Maternal grandparents:  Hay fever (allergic rhinitis),"3.d. Maternal grandparents:  Hay fever (allergic rhinitis): Yes, No, Not applicable, Declined, Don’t know, Missing",Health Conditions: Hay Fever,Health Conditions: Hay Fever: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8537933895190031
3.d. Maternal grandparents:  Hay fever (allergic rhinitis): Grandmother,"3.d. Maternal grandparents:  Hay fever (allergic rhinitis): Grandmother: Grandmother: No, Grandmother: Yes",Health Conditions: Hay Fever,Health Conditions: Hay Fever: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8342710198793052
3.d. Maternal grandparents:  Hay fever (allergic rhinitis): Grandfather,"3.d. Maternal grandparents:  Hay fever (allergic rhinitis): Grandfather: Grandfather: No, Grandfather: Yes",Health Conditions: Hay Fever,Health Conditions: Hay Fever: -9.0 = Refusal; -8.0 = Don't Know; -1.0 = Not applicable; 1.0 = Yes,0.8375605059581929
3.e. Maternal grandparents:  Anxiety,"3.e. Maternal grandparents:  Anxiety: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8650264054701474
3.e. Maternal grandparents:  Anxiety: Grandmother,"3.e. Maternal grandparents:  Anxiety: Grandmother: Grandmother: No, Grandmother: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8309327780437203
3.e. Maternal grandparents:  Anxiety: Grandfather,"3.e. Maternal grandparents:  Anxiety: Grandfather: Grandfather: No, Grandfather: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8237875051782746
3.f. Maternal grandparents:  Bipolar disorder,"3.f. Maternal grandparents:  Bipolar disorder: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8586145131939956
3.f. Maternal grandparents:  Bipolar disorder: Grandmother,"3.f. Maternal grandparents:  Bipolar disorder: Grandmother: Grandmother: No, Grandmother: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8220265183200838
3.f. Maternal grandparents:  Bipolar disorder: Grandfather,"3.f. Maternal grandparents:  Bipolar disorder: Grandfather: Grandfather: No, Grandfather: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8236424277616421
3.g. Maternal grandparents:  Depression,"3.g. Maternal grandparents:  Depression: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8639018261837338
3.g. Maternal grandparents:  Depression: Grandmother,"3.g. Maternal grandparents:  Depression: Grandmother: Grandmother: No, Grandmother: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.83339389060361
3.g. Maternal grandparents:  Depression: Grandfather,"3.g. Maternal grandparents:  Depression: Grandfather: Grandfather: No, Grandfather: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8329778335533291
3.h. Maternal grandparents:  Eating disorder,"3.h. Maternal grandparents:  Eating disorder: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8511943295658426
3.h. Maternal grandparents:  Eating disorder: Grandmother,"3.h. Maternal grandparents:  Eating disorder: Grandmother: Grandmother: No, Grandmother: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8171571996667869
3.h. Maternal grandparents:  Eating disorder: Grandfather,"3.h. Maternal grandparents:  Eating disorder: Grandfather: Grandfather: No, Grandfather: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8209275980763171
3.i. Maternal grandparents:  Schizophrenia,"3.i. Maternal grandparents:  Schizophrenia: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8533085067573756
3.i. Maternal grandparents:  Schizophrenia: Grandmother,"3.i. Maternal grandparents:  Schizophrenia: Grandmother: Grandmother: No, Grandmother: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8203370320048005
3.i. Maternal grandparents:  Schizophrenia: Grandfather,"3.i. Maternal grandparents:  Schizophrenia: Grandfather: Grandfather: No, Grandfather: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.822825953264557
3.j. Maternal grandparents:  Alcoholism or other substance abuse,"3.j. Maternal grandparents:  Alcoholism or other substance abuse: Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8595138646756143
3.j. Maternal grandparents:  Alcoholism or other substance abuse: Grandmother,"3.j. Maternal grandparents:  Alcoholism or other substance abuse: Grandmother: Grandmother: No, Grandmother: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8275530420940351
3.j. Maternal grandparents:  Alcoholism or other substance abuse: Grandfather,"3.j. Maternal grandparents:  Alcoholism or other substance abuse: Grandfather: Grandfather: No, Grandfather: Yes",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.827771327171985
3.k. Maternal grandparents:  Attention deficit/hyperactivity disorder (ADHD),"3.k. Maternal grandparents:  Attention deficit/hyperactivity disorder (ADHD): Yes, No, Not applicable, Declined, Don’t know, Missing",Whether parent-respondent s mother is alive ,Whether parent-respondent s mother is alive : 1.0 = Yes; 2.0 = No; 3.0 = Don t know; -9.0 = Refusal; -8.0 = Don't Know,0.8448628474738616
3.k. Maternal grandparents:  Attention deficit/hyperactivity disorder (ADHD): Grandmother,"3.k. Maternal grandparents:  Attention deficit/hyperactivity disorder (ADHD): Grandmother: Grandmother: No, Grandmother: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8250474746671003
3.k. Maternal grandparents:  Attention deficit/hyperactivity disorder (ADHD): Grandfather,"3.k. Maternal grandparents:  Attention deficit/hyperactivity disorder (ADHD): Grandfather: Grandfather: No, Grandfather: Yes",DV Grandparent of CM in household   ,DV Grandparent of CM in household   : 1.0 = Grandparent in HH,0.8278231700172101
